GENE	SRR1566088	SRR1566089	SRR1566090	SRR1566091	SRR1566092	SRR1566093	SRR1566094	SRR1566095	SRR1566097	SRR1566096	SRR1566098	SRR1566099	SRR1566100	SRR1566101
ENSG00000232701.1	27	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232702.3	22371	22916	33488	9619	24806	30740	16204	10171	42967	16909	13445	9805	32855	9885
ENSG00000232706.3	2157	983	998	1186	900	1581	156	312	1813	2646	1882	1714	943	1102
ENSG00000232707.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232709.1	312	0	0	5	37	0	0	0	0	0	0	0	0	0
ENSG00000232710.1	301	843	906	2073	896	1049	315	733	260	590	823	2580	559	907
ENSG00000232712.6	639	183	725	921	232	337	1912	0	144	503	1118	584	403	382
ENSG00000232713.2	90787	44385	68798	137540	65558	86322	48258	45193	68058	76240	67932	78676	51261	79936
ENSG00000232714.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232715.1	0	0	0	0	55	0	0	0	0	0	0	0	0	0
ENSG00000232716.2	0	0	0	0	104	0	0	0	0	0	0	0	0	0
ENSG00000232717.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232718.1	0	0	0	0	0	48	0	0	0	0	0	0	0	30
ENSG00000232719.1	0	22	29	508	104	0	375	0	0	27	0	52	77	90
ENSG00000232721.2	1109	1117	1209	1339	1398	859	260	2722	1221	1231	644	1610	971	2792
ENSG00000232722.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232723.1	48	0	0	0	0	0	0	0	0	0	0	191	52	0
ENSG00000232724.1	498	57	20	265	173	422	0	0	25	244	0	15	293	169
ENSG00000232725.1	624	104	52	52	146	468	0	0	416	468	104	0	104	0
ENSG00000232727.2	1016	1585	867	2577	1447	1404	1131	622	1300	3846	4881	4095	1404	1849
ENSG00000232728.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232729.7	9836	6870	5763	13237	8100	7889	5250	3296	7329	15212	14476	8917	3582	6562
ENSG00000232730.1	49	0	101	0	0	0	0	0	147	0	0	0	0	49
ENSG00000232732.9	104	0	133	0	41	0	0	0	0	0	998	370	0	0
ENSG00000232734.1	0	0	0	0	0	0	0	0	0	0	0	0	104	0
ENSG00000232735.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232736.1	0	0	0	0	52	156	0	0	0	0	0	0	0	0
ENSG00000232738.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232739.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232740.1	0	0	0	103	0	0	0	0	0	0	0	0	0	0
ENSG00000232742.3	11037	5423	4268	2029	4840	11601	416	3224	13801	4331	831	2087	10774	5585
ENSG00000232743.2	153	154	52	52	0	0	0	0	260	0	50	0	104	0
ENSG00000232744.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232746.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232747.2	2571	348	41	0	0	198	0	0	0	2263	35	563	330	46
ENSG00000232748.3	20339	8676	17773	9159	5885	21890	8036	10790	20979	17791	9214	12664	12231	14503
ENSG00000232749.2	0	0	0	0	0	0	0	0	0	0	0	208	0	260
ENSG00000232750.2	0	0	101	90	298	206	0	0	0	56	65	0	52	0
ENSG00000232751.1	770	346	656	758	340	328	207	437	219	132	260	349	342	749
ENSG00000232752.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232754.1	2161	2364	3351	1105	2389	2536	1610	0	1424	3533	2674	1146	2200	146
ENSG00000232756.1	0	0	0	0	0	0	410	0	416	15	0	0	0	0
ENSG00000232757.1	988	995	914	104	863	1040	572	0	1500	620	1088	1053	312	156
ENSG00000232759.1	0	52	0	0	0	0	0	0	0	0	364	0	0	0
ENSG00000232760.1	364	571	668	1553	936	649	881	933	829	2143	1340	1753	417	1920
ENSG00000232762.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232764.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232765.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232766.1	0	0	0	0	0	0	0	0	0	0	36	0	0	0
ENSG00000232767.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232768.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232771.2	0	0	0	0	0	0	0	0	0	52	0	52	0	0
ENSG00000232772.1	0	43	0	22	0	0	0	0	43	362	0	0	0	0
ENSG00000232773.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232774.7	518	1389	1317	87	1349	930	247	0	4437	52	0	936	1392	468
ENSG00000232775.6	0	135	320	0	0	0	0	0	0	1778	0	0	0	0
ENSG00000232777.1	0	0	0	44	0	0	0	0	0	0	0	0	0	0
ENSG00000232778.1	312	156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232780.2	0	0	50	38	30	49	0	0	44	0	0	0	33	0
ENSG00000232783.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232786.1	82	191	0	530	370	134	0	0	0	0	34	329	49	574
ENSG00000232787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232788.1	993	727	675	3086	1395	256	957	0	846	4007	334	2949	505	334
ENSG00000232789.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232790.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232791.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232792.2	52	0	0	104	0	388	0	0	0	21	0	0	52	0
ENSG00000232793.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232794.1	5255	3996	4075	4076	7048	6544	2659	4522	3438	5981	10763	9210	3605	10634
ENSG00000232795.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232797.1	198	479	364	877	312	468	724	208	52	720	1090	1762	104	1032
ENSG00000232798.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232799.1	208	0	208	600	156	0	0	0	0	52	52	416	52	0
ENSG00000232800.1	0	0	52	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232801.1	9003	13698	14573	3894	15791	10289	2639	6637	16233	5662	5201	8211	18653	6384
ENSG00000232803.1	493	598	843	2293	344	121	0	255	7103	1171	602	2851	329	651
ENSG00000232805.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232806.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232807.2	14577	12535	13153	16632	9329	13890	6702	24767	16778	26645	44280	42472	15103	33508
ENSG00000232808.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232809.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232810.3	15304	65475	4986	17547	7205	324427	56408	57142	74031	76547	6227	69623	16712	797
ENSG00000232811.1	34719	5848	17241	5856	2743	6009	5821	52	10466	6399	4458	5361	8326	4207
ENSG00000232812.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232813.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232814.2	0	100	0	0	0	0	0	0	0	114	24	0	0	0
ENSG00000232815.1	2329	1207	2546	7277	2347	450	104	1046	1316	3382	288	4181	242	12254
ENSG00000232817.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232818.2	1729	1247	1919	2856	1598	1349	1695	9307	1993	2132	1970	6583	2366	4596
ENSG00000232821.1	1410	0	0	0	0	0	0	0	0	1706	0	104	0	0
ENSG00000232823.2	0	692	180	501	25	326	491	419	223	0	1631	659	478	1124
ENSG00000232824.1	1086	1090	1960	1246	1526	2535	780	362	2386	2054	208	1247	935	2962
ENSG00000232825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232827.2	0	0	0	52	0	0	0	0	0	0	0	0	0	0
ENSG00000232828.1	7025	5450	2814	3053	5114	6712	4312	6102	4875	9139	12451	14709	1268	6735
ENSG00000232829.3	7255	4034	6498	1973	4987	8093	1248	544	12857	3880	3848	6128	5077	5924
ENSG00000232830.5	312	208	52	464	104	156	0	0	572	1092	520	260	104	416
ENSG00000232832.1	0	103	328	187	137	0	178	0	0	456	292	525	13	0
ENSG00000232834.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232837.1	0	0	0	229	0	0	0	0	0	0	0	0	0	0
ENSG00000232838.3	21051	8622	11462	20734	6619	26919	8213	9835	18672	17052	21615	30323	7857	21042
ENSG00000232841.1	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ENSG00000232842.2	7068	6934	4841	2231	8755	11473	3115	1974	8057	5660	6778	3503	4199	1712
ENSG00000232843.2	0	0	0	0	0	0	0	0	0	104	52	0	0	0
ENSG00000232845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232846.1	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232848.1	18238	10389	15205	31636	15105	15397	6755	7023	18030	19344	10441	15970	9645	18542
ENSG00000232849.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232850.3	259	104	104	156	191	0	468	52	208	104	624	260	518	52
ENSG00000232851.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232852.1	469	261	260	703	121	52	517	104	0	780	526	520	159	396
ENSG00000232853.1	0	0	0	0	54	0	0	0	0	0	0	0	0	0
ENSG00000232855.6	0	352	0	312	30	34	208	0	0	1676	674	1461	102	0
ENSG00000232857.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232858.1	59363	34266	73778	91383	46961	57004	29090	37755	45978	39760	25953	31367	38382	46174
ENSG00000232859.9	4998	7927	17254	9844	4146	7736	2444	3588	9970	13105	6952	10277	8246	10467
ENSG00000232860.7	1454	1025	1865	3428	1272	104	615	1934	312	3140	442	1738	760	1958
ENSG00000232862.5	0	104	0	208	0	168	0	0	0	0	0	0	0	0
ENSG00000232864.1	0	0	0	0	0	0	0	0	52	0	52	50	0	204
ENSG00000232867.1	0	0	0	0	0	0	0	0	0	0	0	0	44	0
ENSG00000232869.2	5593	3476	3799	0	292	884	1508	312	1766	5612	1214	416	2943	52
ENSG00000232871.8	500	621	2125	1542	995	1468	732	300	1493	2050	311	526	1530	2093
ENSG00000232872.2	713	468	779	1128	567	1144	312	0	568	1137	1352	614	928	624
ENSG00000232873.1	0	0	38	38	0	38	84	76	0	0	38	0	84	0
ENSG00000232874.1	102	0	416	0	0	0	0	0	0	0	0	52	0	312
ENSG00000232875.1	52	0	0	0	7	30	0	0	0	0	0	0	0	7
ENSG00000232876.1	0	0	0	997	364	0	0	0	0	416	204	0	0	92
ENSG00000232878.3	855	1695	1707	2218	913	2608	0	264	1541	1909	249	2294	1880	3334
ENSG00000232879.2	0	14	0	51	0	0	0	0	0	0	0	0	0	0
ENSG00000232880.1	0	0	0	0	0	0	0	0	0	0	0	312	0	0
ENSG00000232881.2	0	0	0	0	52	25	0	0	0	208	0	0	0	0
ENSG00000232882.1	571	719	208	1658	675	0	208	0	572	260	623	1560	332	258
ENSG00000232883.1	25993	10868	18825	41712	18216	23317	12869	10120	15172	21039	12799	19543	11591	27771
ENSG00000232884.7	156	0	0	0	119	52	0	0	0	726	0	0	0	780
ENSG00000232885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232886.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232887.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232888.4	1002312	487249	806965	1095594	641218	875623	396996	338799	768658	652233	369290	590858	463144	867187
ENSG00000232889.2	0	19	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232891.1	51	100	0	0	0	260	728	0	0	0	0	0	52	0
ENSG00000232892.1	0	0	0	0	0	0	0	0	0	0	0	0	0	20
ENSG00000232893.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232894.1	51	155	0	151	0	0	0	0	0	0	104	0	0	156
ENSG00000232895.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232896.1	52	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232897.2	36	0	0	0	40	0	0	0	0	0	0	0	0	0
ENSG00000232899.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232900.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232901.1	14	14	60	378	292	118	104	28	0	0	150	544	0	71
ENSG00000232903.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232905.2	0	156	0	570	362	674	0	204	208	676	468	260	104	256
ENSG00000232906.1	0	0	0	0	0	0	0	0	0	0	21	52	45	0
ENSG00000232907.7	3230	4236	3955	10775	2693	4264	3458	468	8036	10099	3275	8378	5048	11614
ENSG00000232908.3	0	104	0	312	0	0	52	0	0	156	364	0	0	208
ENSG00000232909.1	520	147	1078	120	66	260	0	0	363	572	0	52	52	520
ENSG00000232910.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232912.5	306	916	430	131	0	877	644	189	932	301	468	712	33	261
ENSG00000232913.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232914.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232915.1	52	52	0	0	0	0	0	0	50	0	0	0	0	0
ENSG00000232916.1	624	520	364	597	1144	923	104	664	364	730	1614	882	364	2028
ENSG00000232917.5	525	289	156	468	482	260	208	104	0	927	1585	1503	259	1047
ENSG00000232918.2	0	0	0	0	381	0	0	0	0	0	0	0	0	0
ENSG00000232920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232922.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232924.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232925.2	0	0	0	0	0	0	0	0	52	0	52	0	0	0
ENSG00000232926.1	208	520	312	521	1010	224	35	0	312	736	156	312	52	1347
ENSG00000232927.1	3328	2660	1692	1682	1796	2834	951	780	2503	3182	9913	3091	2981	258
ENSG00000232928.2	364	100	884	0	0	467	0	572	0	384	676	260	104	0
ENSG00000232930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232931.5	4476	10745	8434	21120	23330	5435	6643	4505	6855	24441	13450	10192	5456	17807
ENSG00000232934.7	2794	2477	1282	10935	1681	3232	542	5049	2244	10182	12790	3285	879	8849
ENSG00000232935.2	0	270	0	566	188	0	0	0	0	480	0	234	0	46
ENSG00000232936.5	0	0	0	104	104	0	0	0	0	0	0	875	0	312
ENSG00000232937.1	46	156	0	522	0	70	0	0	0	0	0	0	0	193
ENSG00000232938.2	780	1067	1025	2385	1193	1341	780	974	1482	1706	2461	2288	505	1503
ENSG00000232939.1	0	0	144	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232940.5	17044	14249	19989	19157	14691	13449	9419	25883	11884	22598	35748	36642	17326	37832
ENSG00000232943.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232946.1	45	27	0	33	0	0	41	0	0	51	0	0	0	0
ENSG00000232947.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232948.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232949.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232951.1	2027	1092	2642	3272	1248	1611	1040	312	512	2280	4001	5824	1371	3220
ENSG00000232952.1	20944	20466	19752	16115	32405	25414	11062	6915	25035	17169	18760	20677	9717	12636
ENSG00000232953.1	51	0	0	0	7	156	0	0	0	0	44	60	0	54
ENSG00000232954.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232956.8	280417	193837	206625	87375	202895	226112	74528	209551	205856	105575	110166	56171	270194	47076
ENSG00000232958.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232959.1	264	22	240	288	100	36	196	51	314	1403	1374	656	214	410
ENSG00000232963.1	621	728	237	942	520	726	0	156	0	824	882	572	416	1396
ENSG00000232964.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232965.1	0	0	0	21	0	153	0	104	52	0	0	268	0	52
ENSG00000232968.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232969.1	51	0	0	0	0	24	30	0	0	0	0	68	16	90
ENSG00000232970.1	156	0	0	0	0	0	0	0	624	0	0	0	0	52
ENSG00000232971.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232973.11	11595	15106	1556	416	4464	19480	1337	2602	4936	1726	468	4393	4987	7761
ENSG00000232975.1	0	0	0	0	0	0	0	0	44	32	0	0	0	0
ENSG00000232976.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232977.6	208	52	52	104	416	0	52	0	0	0	416	52	52	52
ENSG00000232978.2	0	82	112	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232979.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232981.1	0	0	51	0	0	0	0	0	0	0	0	0	0	45
ENSG00000232982.1	0	0	0	51	0	0	47	0	0	117	0	0	47	52
ENSG00000232983.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232986.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232987.1	52	47	52	152	52	0	0	0	312	38	0	0	0	51
ENSG00000232989.1	0	0	0	0	0	0	51	0	0	0	0	0	0	0
ENSG00000232990.2	0	0	0	0	0	51	0	0	0	0	0	0	0	0
ENSG00000232991.5	0	0	0	0	0	70	0	0	0	0	0	0	0	0
ENSG00000232992.2	0	0	25	0	0	0	0	312	0	0	0	0	0	0
ENSG00000232993.1	10	460	52	51	520	9	0	0	52	416	0	0	0	0
ENSG00000232994.1	0	0	0	52	0	0	0	0	104	0	52	0	0	156
ENSG00000232995.7	236	1454	622	5704	2521	739	2600	470	312	3043	5501	3925	156	3321
ENSG00000232998.1	169	607	193	370	416	50	0	0	484	396	450	134	139	52
ENSG00000232999.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233002.2	0	0	36	18	0	0	0	0	0	0	0	0	37	0
ENSG00000233003.4	258	208	413	427	104	156	380	359	0	519	312	407	104	474
ENSG00000233005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233006.6	1761	3220	3288	6650	5280	5213	3706	8118	3191	5254	11440	13175	2659	5314
ENSG00000233007.1	0	0	0	0	0	28	0	46	21	0	0	0	0	21
ENSG00000233008.5	0	152	0	2043	206	52	0	0	0	416	0	254	104	80
ENSG00000233009.1	0	0	0	0	312	0	0	0	0	0	0	0	0	0
ENSG00000233010.1	0	41	0	52	104	0	0	0	0	0	0	0	0	0
ENSG00000233011.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233012.2	710	208	208	1140	0	771	572	2390	676	257	936	989	260	1897
ENSG00000233013.8	2122	12888	5429	1426	4578	1885	1571	808	6664	2399	3203	3381	6739	1368
ENSG00000233014.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233015.1	0	0	36	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233016.6	127191	81949	126785	438391	151297	114243	36362	27366	163254	180632	51974	121242	61135	100672
ENSG00000233017.2	0	0	0	3	0	0	0	0	0	0	0	428	0	0
ENSG00000233018.1	0	0	0	0	0	0	0	0	0	0	208	0	0	0
ENSG00000233020.1	52	414	519	260	416	468	0	0	572	156	1194	883	0	208
ENSG00000233021.2	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ENSG00000233024.7	39324	34988	31066	82457	53516	35301	45549	54739	21702	126810	158948	73641	54327	101064
ENSG00000233025.1	36	252	0	309	282	0	0	0	0	728	381	0	274	392
ENSG00000233026.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233028.1	0	0	0	0	0	0	0	0	54	0	0	0	0	0
ENSG00000233029.3	416	450	468	542	437	1137	0	208	1155	156	1144	1226	104	4070
ENSG00000233030.2	364	52	52	208	666	456	0	0	791	364	936	676	156	3572
ENSG00000233031.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233033.1	591	149	613	1437	181	168	0	0	468	2524	728	624	976	698
ENSG00000233036.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233037.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233038.5	1535	3218	1734	16407	1793	7935	468	8878	5709	1327	1040	5091	6629	16046
ENSG00000233039.1	0	0	0	0	0	0	0	0	0	0	0	0	208	0
ENSG00000233040.2	1051	414	728	362	1243	1418	104	0	520	359	208	827	468	1040
ENSG00000233041.8	0	208	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233044.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233045.1	105443	48086	89656	124135	68761	101853	35563	44751	78843	66685	46375	60201	57070	97189
ENSG00000233047.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233048.1	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233050.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233052.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233055.1	0	0	0	0	0	0	0	0	0	0	0	0	52	7
ENSG00000233056.2	104	208	0	156	404	0	0	571	0	104	208	0	154	0
ENSG00000233057.1	349057	174918	318920	490064	242255	407177	162577	111563	316595	291690	135968	215776	239424	306754
ENSG00000233058.1	260	559	676	1853	1877	856	1247	4160	416	1766	2442	1368	156	1708
ENSG00000233060.1	0	120	0	0	0	64	0	0	0	0	0	0	0	54
ENSG00000233061.1	0	156	260	0	154	0	0	0	0	0	52	0	312	104
ENSG00000233063.2	0	0	0	0	0	0	0	0	39	0	0	0	0	0
ENSG00000233064.2	0	0	0	0	0	0	0	0	0	780	0	0	52	0
ENSG00000233067.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233068.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233069.1	0	30	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233070.1	1694	0	1927	0	0	2618	715	1820	0	349	3394	1026	1240	2265
ENSG00000233071.3	0	0	52	0	0	0	0	52	0	0	0	0	39	0
ENSG00000233072.1	0	153	0	156	52	0	52	0	0	264	0	0	0	47
ENSG00000233073.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233077.1	930	283	0	473	0	364	0	0	3860	0	0	0	623	364
ENSG00000233078.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233079.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233080.2	2181	2596	2642	1493	1701	2021	300	1144	1768	1458	3379	1144	1428	2175
ENSG00000233081.1	0	0	180	0	104	233	0	0	728	0	0	0	0	0
ENSG00000233082.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233083.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233084.2	871	600	835	1738	523	759	676	1390	630	1753	3358	1960	549	1411
ENSG00000233085.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233086.7	0	0	0	0	52	0	20	0	0	52	364	52	52	0
ENSG00000233087.7	6775	6196	5241	6416	6454	8380	2704	6729	8964	12000	15304	15211	7754	11410
ENSG00000233090.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233093.5	52	156	468	0	0	0	0	0	468	2652	675	676	52	0
ENSG00000233096.1	0	0	0	0	364	52	0	572	0	0	0	0	52	0
ENSG00000233098.8	22192	17794	33000	16862	29562	25602	18487	6380	25358	37042	18997	19179	20915	17912
ENSG00000233099.1	260	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233101.10	464	11636	53037	39711	1138	212	38775	1386	2173	8246	47352	14855	449	2030
ENSG00000233103.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233105.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233107.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233108.1	1235	273	84	111	2746	0	258	18	368	96	128	702	391	33
ENSG00000233109.4	0	0	0	0	0	0	0	0	0	0	0	47	0	0
ENSG00000233110.1	0	0	0	0	0	0	192	0	0	0	0	0	0	0
ENSG00000233111.1	4178	3833	3839	3769	3469	6958	3788	1682	9922	8263	5478	9629	5841	10084
ENSG00000233114.2	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233115.4	0	0	0	234	19	0	104	0	0	0	156	52	0	104
ENSG00000233117.2	0	21	413	0	260	190	0	0	0	0	0	0	0	0
ENSG00000233118.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233120.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233121.1	0	52	0	309	0	0	0	0	0	0	0	728	0	0
ENSG00000233122.2	208	572	902	648	416	208	103	312	156	1817	260	572	312	884
ENSG00000233123.1	0	0	0	0	0	0	0	0	0	0	0	0	66	0
ENSG00000233124.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233125.3	51	0	0	720	0	0	309	205	0	0	48	91	0	0
ENSG00000233126.3	0	0	0	23	0	0	0	0	0	0	0	0	0	0
ENSG00000233128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233129.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233131.1	103	0	51	0	48	52	102	0	0	337	0	0	100	179
ENSG00000233132.4	0	0	0	52	0	0	0	0	0	52	0	0	0	52
ENSG00000233133.1	1296	988	829	1300	1248	1456	555	624	1924	1453	1141	818	1040	981
ENSG00000233134.1	0	0	0	0	0	0	0	0	33	0	0	0	0	0
ENSG00000233135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233136.2	0	0	0	0	0	0	0	0	52	103	0	0	0	52
ENSG00000233138.1	1281	582	1098	3775	728	945	500	0	913	2379	260	1517	950	691
ENSG00000233139.1	294	206	395	208	279	104	160	1462	0	728	2335	2029	516	0
ENSG00000233143.1	42	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233144.1	17022	14642	17462	12534	16502	16927	7705	6704	19927	16778	17130	16076	16338	13719
ENSG00000233145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233146.1	0	0	0	0	104	0	0	0	0	0	0	0	0	0
ENSG00000233148.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233153.5	0	0	0	75	49	6	0	0	0	0	0	572	0	0
ENSG00000233154.5	0	52	1135	208	0	0	50	0	0	0	680	0	50	0
ENSG00000233155.1	3866	3126	2650	8872	4153	4525	2536	1239	4115	6982	4148	7013	3371	3606
ENSG00000233156.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233158.1	100	185	146	487	88	145	52	4	248	125	100	0	105	203
ENSG00000233159.1	0	0	0	82	0	0	0	0	46	0	0	0	0	0
ENSG00000233162.1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
ENSG00000233163.1	52	0	0	52	0	0	0	0	0	0	39	0	0	0
