GENE	SRR1566088	SRR1566089	SRR1566090	SRR1566091	SRR1566092	SRR1566093	SRR1566094	SRR1566095	SRR1566097	SRR1566096	SRR1566098	SRR1566099	SRR1566100	SRR1566101
ENSG00000010803.16	42988	41666	31603	102861	66350	64295	23993	38136	29370	77957	52130	94440	15494	75591
ENSG00000010810.17	212172	156441	192804	57044	76528	121117	39137	76464	158405	173587	50007	128197	226594	350197
ENSG00000010818.8	22904	21203	35089	64245	12245	16173	5762	2987	17255	54622	14630	17158	15109	16090
ENSG00000010932.15	926	1070	824	1188	2157	1919	261	1886	640	990	2896	2161	892	2714
ENSG00000011007.12	86365	69227	60086	71419	33552	98263	48222	39265	117103	111072	93314	124519	116861	77058
ENSG00000011009.10	55968	36956	48789	49742	26311	39442	40214	25809	73881	69318	39484	67213	38403	107963
ENSG00000011021.21	89625	101281	115763	37597	49291	73915	33402	31357	122657	47904	56980	44001	96329	45264
ENSG00000011028.13	34948	18028	8154	8036	57544	18767	19810	26555	6737	46262	78688	57824	7225	10262
ENSG00000011052.21	459774	246843	339988	1025641	409003	558313	265988	197326	391151	602854	353356	492210	256071	753425
ENSG00000011083.8	271	104	363	0	0	0	0	0	78	0	69	0	260	0
ENSG00000011105.11	624	4256	676	5490	1816	1456	5028	5708	8520	7353	726	4571	2854	1404
ENSG00000011114.14	71701	28669	83430	34630	28220	33429	12992	32423	42480	43413	60598	46489	43253	49212
ENSG00000011132.11	16106	10636	15275	21678	13508	11633	18738	12480	14146	36307	17406	38401	4195	25314
ENSG00000011143.16	2345	5756	5148	23823	4977	4507	4727	33282	1508	36414	40488	46479	1418	35131
ENSG00000011198.7	52276	37956	28020	10731	89941	54739	109966	66222	45367	58582	193778	176167	25912	30664
ENSG00000011201.11	52	208	156	0	0	825	0	988	6962	1238	1508	1135	468	1134
ENSG00000011243.17	310225	140869	129231	116604	201638	243427	208084	127788	158048	292584	330353	327710	118840	130446
ENSG00000011258.15	41039	34761	25069	81441	36123	45859	25342	22526	51744	68020	53986	48093	41670	66823
ENSG00000011260.13	45256	39347	45226	58038	56264	66977	36346	28873	64486	66121	98267	85657	39186	71101
ENSG00000011275.18	147631	79572	85794	74462	62819	65920	46361	33014	155759	89445	67945	84672	108509	92449
ENSG00000011295.15	53941	52184	93959	96864	74765	78098	21781	33641	71517	82041	55557	50082	53370	86850
ENSG00000011304.18	394602	336010	264765	331111	517189	407914	148902	267413	348562	498943	553631	749617	280521	622352
ENSG00000011332.19	0	609	312	3981	306	156	1040	0	0	832	1716	1912	0	156
ENSG00000011347.9	52	52	0	0	0	0	20	0	156	0	0	0	0	0
ENSG00000011376.9	16873	14227	8506	29667	15490	14847	8392	9135	7364	47015	39559	55294	6634	43038
ENSG00000011405.13	56448	50182	50863	33673	33860	47096	28485	22260	54214	45728	45750	37098	47114	46671
ENSG00000011422.11	199674	279730	408542	19663	231355	234990	39556	255739	226599	68506	43475	117616	366218	151938
ENSG00000011426.10	53128	48324	18769	8145	121478	93580	19592	99036	25652	44686	274282	160255	11786	134394
ENSG00000011451.17	29858	27423	25534	58257	24632	30266	33100	34651	29677	61135	60454	92102	22256	65649
ENSG00000011454.16	61053	31871	32984	118756	28111	31404	13045	23039	56326	66933	43131	63079	39857	63183
ENSG00000011465.16	5239	26743	127	0	15041	8071	19	30686	0	28953	1351	1976	550	3110
ENSG00000011478.11	18908	8937	11413	16053	18378	13798	6525	9200	9846	20682	7190	18647	19234	32271
ENSG00000011485.14	16786	22354	17235	60450	26333	18542	25731	42780	27910	86790	71956	111028	11645	117470
ENSG00000011523.13	25487	19362	56693	92899	23736	31871	20422	10877	55747	74014	43457	36320	19859	28964
ENSG00000011566.14	42186	39227	79241	23294	32058	19282	6313	13767	42356	20421	16454	11981	52922	16185
ENSG00000011590.13	1477	1135	923	337	2943	628	1476	0	1924	3537	1183	1452	880	207
ENSG00000011600.11	585984	557381	908949	223176	256820	960560	147597	579900	1523929	207023	142018	380621	854597	1122198
ENSG00000011638.10	8639	6973	6324	44018	17799	19253	19460	5756	18709	49430	7981	18153	9627	15951
ENSG00000011677.12	0	0	19	0	0	0	0	0	38	0	0	0	0	0
ENSG00000012048.20	3680	14519	9583	26767	31511	14334	10755	41035	3088	59701	151611	105120	2617	82865
ENSG00000012061.15	77564	70086	120968	151685	64857	117780	39446	83901	160066	146108	77321	124259	91913	196112
ENSG00000012124.15	25598	12537	4015	5897	7564	4350	7626	2028	9296	35122	1666	6162	6792	19400
ENSG00000012171.18	1034	779	3238	1356	2083	364	1442	1870	52	312	335	624	1884	231
ENSG00000012174.11	6245	6248	8404	17955	5103	16310	2340	5408	8468	6751	6970	19714	6051	17648
ENSG00000012211.12	8374	6195	3225	12019	7139	5804	2975	4410	11669	12276	5660	12683	2220	14542
ENSG00000012223.12	64132	60397	106207	17767	1708452	44314	5831	153325	529869	165525	4849	90635	128649	2534
ENSG00000012232.8	29977	21850	71233	38577	10864	53443	9627	15064	57203	30240	22305	38797	89067	60752
ENSG00000012504.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012660.13	188606	194360	234606	154765	180646	328577	69815	73023	266439	221263	224687	175583	189173	228153
ENSG00000012779.10	52454	252117	304908	50309	163899	278031	60504	72367	420423	49302	6975	175393	241386	311285
ENSG00000012817.15	199029	104	236375	412	397	89931	155583	123903	364	265846	336023	206727	98783	187156
ENSG00000012822.15	104512	143891	139381	157914	143597	105329	245883	87193	82605	415661	636153	274806	57493	144737
ENSG00000012963.14	70380	38425	28305	70526	49438	76495	33584	52828	35735	96321	133955	125087	43572	113159
ENSG00000012983.11	99302	66263	59576	90502	68814	85271	50285	57195	98625	142433	201007	103803	53894	41438
ENSG00000013016.15	936	7450	11882	29665	2606	2753	4715	8108	12709	26947	17801	50242	4242	7194
ENSG00000013275.7	124426	77408	71795	56642	83279	70136	93151	84548	77877	132980	180464	184256	43477	197929
ENSG00000013288.8	45206	49030	80936	67050	53039	75176	36158	51777	90788	95705	52503	88342	48447	148366
ENSG00000013293.5	89	52	0	0	75	52	47	0	49	0	52	0	0	52
ENSG00000013297.10	40	156	287	103	77	339	260	104	0	340	156	0	181	0
ENSG00000013306.15	892245	472081	391816	147774	890019	545156	977779	891036	198837	1135636	2374449	1994492	305119	314450
ENSG00000013364.18	153721	101900	132117	151647	34988	144167	72914	89558	368552	222685	74064	102521	132980	288294
ENSG00000013374.15	129062	112659	85292	92724	131402	148559	63114	26996	151549	147441	191530	115753	64916	101913
ENSG00000013375.15	21206	18446	26578	25948	10529	14907	13468	16797	18813	23856	34529	31331	27003	40879
ENSG00000013392.7	6190	6239	5751	8682	988	9324	2754	1908	9817	4294	3042	3777	8610	13340
ENSG00000013441.15	421200	502693	804802	151994	620841	263731	301651	263881	398222	428453	455510	274989	491580	132330
ENSG00000013503.9	3551	3732	2857	7275	5475	5024	1196	10096	1952	12022	15562	22024	2421	13915
ENSG00000013523.9	18665	11069	10165	70698	13403	47797	19128	14144	32561	53249	47403	67065	27203	46519
ENSG00000013561.17	65491	27933	27028	45698	25677	47539	20587	29225	53706	52121	183070	104945	16360	54757
ENSG00000013563.13	44805	53942	83065	62653	60695	152006	45788	38415	195221	70851	34280	75694	78675	128676
ENSG00000013573.16	79636	55145	42481	71314	103836	65550	33702	67376	21990	149738	163418	111919	21454	188011
ENSG00000013583.8	89105	47985	56000	105058	82232	139892	31896	180431	83115	99559	301889	185021	51743	110128
ENSG00000013588.6	6988	2027	7386	416	1148	1071	52	5095	357	1756	0	0	4194	0
ENSG00000013619.13	6248	3471	8692	468	3833	8308	1708	17606	1456	5296	1709	12566	3732	2346
ENSG00000013725.14	121287	87064	60827	14071	29556	28394	65900	11126	103544	131176	16579	14575	81992	8076
ENSG00000013810.18	192819	122435	96318	223088	213460	182726	96329	274460	152028	249859	491855	513558	77723	542675
ENSG00000014123.9	52274	40361	47094	38573	55510	79874	28154	18207	54688	53377	55566	47309	60674	61865
ENSG00000014138.8	21090	19907	14400	37565	32362	28615	13171	54616	12756	66223	110757	110040	3733	127221
ENSG00000014164.6	50107	47854	104329	25698	64725	48175	24458	28114	83736	76645	27278	74544	52096	87206
ENSG00000014216.15	139017	141083	216171	207157	126729	193197	194874	202297	207758	351865	302549	410732	108709	359751
ENSG00000014257.15	33002	18791	14525	1660	48169	100248	2184	8801	27145	1507	10813	21588	32158	74324
ENSG00000014641.17	61599	61575	57450	137331	78911	94928	41457	87700	71520	169413	123246	197058	36329	276369
ENSG00000014824.13	49810	41238	51958	85715	36554	64903	32553	63870	37387	73964	105102	88851	53779	75370
ENSG00000014914.19	22885	75572	113682	6127	1751	53635	4451	30543	60746	10768	2680	38623	15611	155786
ENSG00000014919.12	11769	18048	20514	53399	18119	48074	8602	26679	24028	53240	60254	101739	12195	95884
ENSG00000015133.18	176808	157080	110089	131348	96530	123783	76751	79857	156534	203815	83469	89488	62197	159799
ENSG00000015153.14	59649	34590	53890	27883	49413	55132	26916	27026	77301	19810	40403	33041	31347	17078
ENSG00000015171.18	19173	31807	29216	77535	22865	45163	14713	38595	14738	103326	118284	107367	30711	80793
ENSG00000015285.10	290579	223723	316327	171151	163238	334532	47196	162875	348884	199812	60720	175002	219852	540101
ENSG00000015413.9	6591	208	0	1247	260	52	52	520	0	3274	571	1347	0	10095
ENSG00000015475.18	347578	116067	311585	76207	84087	207638	17020	60933	259913	74697	72659	83438	185030	138469
ENSG00000015479.17	568089	491185	565358	439699	701078	699291	349084	235761	615319	523016	538253	564314	239459	403408
ENSG00000015520.14	156	0	102	301	0	0	0	0	0	15	0	1289	52	0
ENSG00000015532.9	4208	7193	9646	25980	11598	10071	5133	9618	3671	23802	12779	23525	6252	26925
ENSG00000015568.12	19622	37359	40709	17491	55823	13503	29184	5808	26747	23422	18260	16166	36924	13531
ENSG00000015592.16	0	0	0	0	0	0	0	0	0	0	156	288	0	172
ENSG00000015676.17	42265	34424	29647	106169	39267	48037	19563	55167	27904	107082	93249	148767	24551	91989
ENSG00000016082.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016391.10	1292	569	1121	208	52	52	52	43	2934	2486	258	1453	0	188
ENSG00000016402.13	0	120	0	0	148	0	0	12	805	0	0	0	0	0
ENSG00000016490.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016864.17	15764	11692	8412	47400	13085	21734	13713	10611	13393	76348	50415	79359	15244	82724
ENSG00000017260.19	59408	83892	86150	209403	154241	59448	57793	61994	100685	172593	147354	147994	62271	115568
ENSG00000017427.15	3064	2074	49	52	802	874	0	468	0	10541	571	0	104	3586
ENSG00000017483.14	99264	56295	28059	78744	79433	76075	101314	185685	10698	191297	381128	433476	10853	65964
ENSG00000017797.11	54885	50193	38176	140095	74163	61065	92781	43577	91506	146718	159822	231757	26394	94616
ENSG00000018189.12	73286	27791	27738	25483	29125	46408	14258	10627	42643	35527	20053	18408	32061	51924
ENSG00000018236.14	0	681	0	0	572	0	0	0	0	0	0	572	104	676
ENSG00000018280.16	43845	462465	226492	33350	120656	77676	44178	82816	518060	33809	14622	120264	313513	43540
ENSG00000018408.14	2925	2783	2321	8329	3336	2361	465	3269	2230	9230	2370	2064	1906	2892
ENSG00000018510.13	65575	46461	133776	129852	52190	69052	25726	35986	60427	109472	128811	131918	51293	102482
ENSG00000018607.6	0	0	0	137	0	0	0	0	0	0	0	186	0	0
ENSG00000018610.13	38470	28733	26539	26100	25113	45369	16256	6759	33553	32985	29499	36141	35220	27862
ENSG00000018625.14	22	260	0	0	52	0	0	0	0	832	52	0	0	676
ENSG00000018699.11	5810	14541	5801	32368	13707	7486	8877	2130	6385	48280	47252	48704	4170	29482
ENSG00000018869.16	393	432	312	5138	2020	929	2890	363	1092	3580	3634	9319	457	7781
ENSG00000019102.11	2357	3215	2057	1444	1140	5507	1385	6434	4168	2239	980	464	3879	7330
ENSG00000019144.17	1836	1343	79	4353	2387	333	15076	755	4296	18192	3197	20398	2385	1134
ENSG00000019169.10	31421	12777	15870	1810	8163	51153	936	22525	87949	24764	5534	11524	26010	46183
ENSG00000019186.9	0	0	0	0	0	0	0	0	0	0	51	0	0	0
ENSG00000019485.12	7242	4848	5415	47046	7288	2487	2753	13466	2962	33671	23315	37355	4216	16952
ENSG00000019505.7	0	3	0	0	0	0	104	416	0	26	312	156	0	52
ENSG00000019549.8	622	3945	0	0	1622	495	0	0	0	676	0	516	0	0
ENSG00000019582.14	6475016	2771998	6085900	3406435	1099837	2955010	826049	1483758	5098387	4988362	931297	2943311	1369214	14477339
ENSG00000019991.15	10461	24122	20097	77675	19856	43270	52	31667	16731	21124	9977	42193	6377	81549
ENSG00000019995.6	110209	91012	94904	72229	107437	146052	70996	64194	93440	105120	159648	101182	115091	43232
ENSG00000020129.15	5886	5540	3325	51080	7436	4488	15027	8077	2600	39952	36272	35556	1352	64465
ENSG00000020181.17	33313	48462	49298	11624	21183	89518	16976	45051	31662	116213	82245	44738	83494	105967
ENSG00000020219.9	0	0	156	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256.19	3796	2774	1820	14449	4670	7990	1880	2340	6186	25912	5345	13349	1702	19342
ENSG00000020426.10	11553	15001	20776	12303	16982	10109	6993	5612	10362	23691	19089	30637	6384	12671
ENSG00000020577.13	4345	7521	4587	2262	1871	6947	2226	7026	4275	16920	1606	2359	3402	36649
ENSG00000020633.18	782849	393739	173214	135798	258172	366547	152010	19806	393648	409868	36606	92346	1267316	85925
ENSG00000020922.12	45536	38634	50133	65504	63586	44076	19899	44588	25665	73726	143653	56816	19838	86469
ENSG00000021300.13	1502	866	988	18463	933	138	364	780	0	14438	1967	5856	1396	832
ENSG00000021355.12	703936	725400	937803	611407	1957867	2077674	126829	369721	1742066	666130	281426	585421	827415	698091
ENSG00000021461.16	329	0	333	0	0	260	0	0	104	52	34	627	104	0
ENSG00000021488.12	0	104	309	154	156	45	0	0	468	564	260	312	0	0
ENSG00000021574.11	37200	30986	62043	39652	19848	69949	18566	27516	79038	46220	45438	59599	81935	48231
ENSG00000021645.18	759	724	156	260	208	82	0	260	50	7919	2866	516	73	0
ENSG00000021762.19	19248	41100	52057	29245	30484	12573	15243	28330	30572	46870	40305	45832	26383	57654
ENSG00000021776.10	55901	54595	56757	49374	46610	63728	28566	38272	67464	85121	103400	107059	71542	92714
ENSG00000021826.14	156	104	0	4832	0	52	0	0	0	7841	672	933	130	125
ENSG00000021852.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267.16	20270	37853	9501	341618	46774	17329	6406	9084	37368	229991	7055	24666	13116	36075
ENSG00000022277.12	164719	128229	147824	155303	154902	177883	107151	105697	143230	205564	219494	253516	158447	249611
ENSG00000022355.16	219	33	0	0	0	0	0	0	33	0	33	208	0	34
ENSG00000022556.15	20321	6213	10774	36020	6417	7633	5054	3674	8177	38646	16784	5782	7044	11126
ENSG00000022567.9	7795	23973	20089	9120	21689	18161	7527	13899	28904	23945	33989	38639	35792	19844
ENSG00000022840.15	482107	442644	326199	273392	708065	376525	476293	217530	493602	556093	957718	615417	313408	224007
ENSG00000022976.15	11507	20607	40215	26678	21996	17927	24346	11242	17271	32137	18548	26417	20566	24307
ENSG00000023041.11	44669	37060	32900	74272	39830	38476	19093	39052	41943	82116	82933	95594	41725	119415
ENSG00000023171.15	41649	30097	33533	23891	36080	31509	9249	10266	25019	24649	27242	17729	18553	53498
ENSG00000023191.16	197213	209984	282962	110194	179740	253065	107435	177371	287563	211954	211261	410157	311843	765271
ENSG00000023228.13	81063	55620	53293	84384	66753	126068	33103	52983	95875	104215	196278	188823	47125	110728
ENSG00000023287.12	253275	165969	199414	80569	177872	209905	112175	58673	226516	116400	259178	106599	249900	61993
ENSG00000023318.7	188931	114117	132735	94201	93042	186951	46679	99248	216394	91965	129668	98776	102623	198019
ENSG00000023330.14	74789	104769	192375	30285	373100	137176	46821	72733	158613	88756	54162	64757	44100	78730
ENSG00000023445.13	130899	83105	501270	29071	95476	159348	80728	20709	227488	99359	23594	19686	52069	22109
ENSG00000023516.8	35982	28546	49335	53139	25724	44894	17807	15553	38504	71163	50280	54670	23505	55187
ENSG00000023572.8	5155	2978	7468	6586	5493	11128	4155	4751	14372	13122	9615	18588	5146	13238
ENSG00000023608.4	27274	6630	11952	24339	27914	7998	3294	4366	5848	19063	9838	18306	8695	8453
ENSG00000023697.12	16558	26093	42796	39689	22616	47465	12890	19840	35889	55441	42986	46504	26404	78298
ENSG00000023734.10	261373	177511	263729	105446	210018	233751	174164	110348	231434	216893	211128	189566	221196	139458
ENSG00000023839.10	3929	2942	5197	3276	1184	1389	1357	38	2609	3368	3044	2029	3047	1761
ENSG00000023892.10	169994	102677	167910	113978	104011	139393	57869	79015	187478	154113	53033	88942	97206	272849
ENSG00000023902.13	482604	144597	171526	100675	109916	574048	116630	75260	437423	194626	12290	56711	245907	412504
ENSG00000023909.9	35499	22428	11992	23539	53292	32914	9821	104938	19799	47441	514032	313736	5629	36012
ENSG00000024048.10	144501	116619	141152	77428	141555	144753	72195	53615	155912	141321	241398	98115	115194	82594
ENSG00000024422.11	1040	2488	0	34388	4063	311	1246	6864	1088	45886	725	10006	624	2801
ENSG00000024526.16	22417	11292	7330	3595	20120	16305	5417	43498	2753	25539	161652	106020	1555	39029
ENSG00000024862.17	53670	59181	48601	37743	79455	76094	27756	31748	60354	65693	61492	39453	37907	66518
ENSG00000025039.14	41220	58597	41192	35355	68231	56546	16546	17602	85196	13289	15085	21267	57003	47436
ENSG00000025156.12	56710	82905	109324	25461	105928	65684	53483	45675	78288	47032	44864	32259	44555	29728
ENSG00000025293.16	99163	83633	272691	84978	108544	115257	31844	42972	137591	81955	62318	86183	94931	75718
ENSG00000025423.11	2113	1399	1032	4622	3058	3834	520	0	742	5848	8598	14918	303	5094
ENSG00000025434.18	5331	4744	14092	104240	15766	7535	7380	6640	16004	58429	9754	40335	5212	44417
ENSG00000025708.13	160255	217520	156613	46105	57043	58055	62206	67669	829789	194197	75790	231151	267670	486733
ENSG00000025770.18	138657	83738	71875	46732	104275	112896	91579	116154	51739	110349	197967	149312	76316	167243
ENSG00000025772.7	43368	22397	25021	35731	29964	17902	45325	15977	18799	55225	28401	42227	13867	47504
ENSG00000025796.13	171996	123277	138119	86822	117186	187692	69104	59314	195826	125027	111247	90796	171727	96616
ENSG00000025800.13	110831	78245	90011	55456	104488	123968	124065	48404	132144	92120	163463	124707	63653	90041
ENSG00000026025.14	5878730	2641474	3913965	2096333	4022550	9516784	1240331	4784687	5114882	2510472	1170216	2726711	9226627	5943174
ENSG00000026036.21	46927	40963	44407	38075	58586	34216	52554	42405	26100	80853	78979	76455	32774	87836
ENSG00000026103.20	46577	41085	100395	26393	63669	60466	42864	42774	76622	69473	162144	68465	35342	63720
ENSG00000026297.15	139612	158066	297295	117761	144811	223184	72688	116761	402394	107032	74186	128909	326566	409857
ENSG00000026508.16	1753087	783189	1561234	1436926	1035867	1672664	235531	592389	1126788	578405	238815	357990	1786604	700678
ENSG00000026559.13	414	184	154	52	52	676	0	364	1456	156	52	1918	0	1819
ENSG00000026652.13	36893	26661	18924	39974	26679	31220	19785	27864	21173	100995	80534	73806	30358	20229
ENSG00000026751.16	144166	19944	5325	1403	22869	13300	6586	2162	32097	123245	16212	20076	5796	92382
ENSG00000026950.16	33525	67614	54573	86932	42087	38515	30170	23553	74998	160037	46652	46740	43210	100435
ENSG00000027001.9	4118	6726	2305	15279	5543	3174	1544	10793	0	19464	18938	35466	2106	12883
ENSG00000027075.13	93602	65172	61215	115054	67565	40812	43657	8715	78408	165745	23604	44976	52270	40034
ENSG00000027644.4	156	260	0	0	260	0	0	0	0	568	676	517	161	0
ENSG00000027697.13	416061	449984	1584610	95363	331784	903569	28664	89590	1414229	83817	46111	153614	816463	376772
ENSG00000027847.13	20441	17414	11338	26687	16708	20533	9254	31939	14521	38144	27645	36739	23375	48015
ENSG00000027869.11	19067	9492	3723	7056	16181	2574	2699	572	11331	26046	5980	7952	7776	2589
ENSG00000028116.16	45620	31611	26615	40566	34229	46093	26341	26711	54151	80575	112292	80803	24675	67350
ENSG00000028137.17	1140015	736676	1164581	64445	368395	1161830	49904	197798	1412998	199199	112796	227282	1532217	678585
ENSG00000028203.17	38286	31978	27264	74198	66963	52484	21751	21438	35958	61700	54828	56287	28401	57041
ENSG00000028277.21	129670	103271	85663	39871	23663	227014	11800	75292	262156	60862	22533	41443	96429	209071
ENSG00000028310.17	64309	45460	53467	54396	56024	62072	30656	52824	57423	73436	86077	80011	59049	84632
